
Rk	team	categories	R1	R2	R3	R4	R5	R6	R7	R8	R9	Pts	Spk	1sts	2nds 
Ibn Haldun A	4th	Closing Opposition	View Ballot	Matt &quot;Commander&quot; Hazell 🦁Ⓒ , Dino Wildi , Flora Baek , Yair SternmanⓉ
Hebrew C	2nd	Closing Government	View Ballot	Matt &quot;Commander&quot; Hazell 🦁Ⓒ , Dino Wildi , Flora Baek , Yair SternmanⓉ
Vienna B	1st	Opening Opposition	View Ballot	Matt &quot;Commander&quot; Hazell 🦁Ⓒ , Dino Wildi , Flora Baek , Yair SternmanⓉ
Weizmann A	3rd	Opening Government	View Ballot	Matt &quot;Commander&quot; Hazell 🦁Ⓒ , Dino Wildi , Flora Baek , Yair SternmanⓉ
RRIS C	4th	Closing Opposition	View Ballot	Sebastián Dasso 🦀Ⓒ , Adrian Hans Albrecht Krieger , Arpi Yang , Elia LeitnerⓉ
Jagiellonian A	2nd	Closing Government	View Ballot	Sebastián Dasso 🦀Ⓒ , Adrian Hans Albrecht Krieger , Arpi Yang , Elia LeitnerⓉ
Galatasaray A	1st	Opening Opposition	View Ballot	Sebastián Dasso 🦀Ⓒ , Adrian Hans Albrecht Krieger , Arpi Yang , Elia LeitnerⓉ
KCL B	3rd	Opening Government	View Ballot	Sebastián Dasso 🦀Ⓒ , Adrian Hans Albrecht Krieger , Arpi Yang , Elia LeitnerⓉ
UCD L&amp;H B	1st	Closing Opposition	View Ballot	Parth Pandya 🍑Ⓒ , Anna Skuhrová , El Mehdi Idrissi Guenouni , David GyorvaryⓉ
Cambridge C	3rd	Closing Government	View Ballot	Parth Pandya 🍑Ⓒ , Anna Skuhrová , El Mehdi Idrissi Guenouni , David GyorvaryⓉ
Liverpool A	4th	Opening Opposition	View Ballot	Parth Pandya 🍑Ⓒ , Anna Skuhrová , El Mehdi Idrissi Guenouni , David GyorvaryⓉ
Jagiellonian B	2nd	Opening Government	View Ballot	Parth Pandya 🍑Ⓒ , Anna Skuhrová , El Mehdi Idrissi Guenouni , David GyorvaryⓉ
Manchester B	1st	Closing Opposition	View Ballot	Jamie Salem DalgetyⒸ , Ephraim Reifel , Sara Brdnik
RRIS B	3rd	Closing Government	View Ballot	Jamie Salem DalgetyⒸ , Ephraim Reifel , Sara Brdnik
Babeș-Bolyai A	4th	Opening Opposition	View Ballot	Jamie Salem DalgetyⒸ , Ephraim Reifel , Sara Brdnik
PEP A	2nd	Opening Government	View Ballot	Jamie Salem DalgetyⒸ , Ephraim Reifel , Sara Brdnik
Copenhagen A	1st	Closing Opposition	View Ballot	Luka PetrovićⒸ , Anna Sawicka , Daniel Slama , Ignas Sarva
Belgrade D	3rd	Closing Government	View Ballot	Luka PetrovićⒸ , Anna Sawicka , Daniel Slama , Ignas Sarva
Ibn Haldun B	4th	Opening Opposition	View Ballot	Luka PetrovićⒸ , Anna Sawicka , Daniel Slama , Ignas Sarva
Sheffield A	2nd	Opening Government	View Ballot	Luka PetrovićⒸ , Anna Sawicka , Daniel Slama , Ignas Sarva
TCD Phil D	3rd	Closing Opposition	View Ballot	Katharina Margareta JansenⒸ , Alex Steinmetz , Ayman Memon , Dor YohayⓉ
Ljubljana C	4th	Closing Government	View Ballot	Katharina Margareta JansenⒸ , Alex Steinmetz , Ayman Memon , Dor YohayⓉ
Glasgow A	1st	Opening Opposition	View Ballot	Katharina Margareta JansenⒸ , Alex Steinmetz , Ayman Memon , Dor YohayⓉ
Edinburgh E	2nd	Opening Government	View Ballot	Katharina Margareta JansenⒸ , Alex Steinmetz , Ayman Memon , Dor YohayⓉ
Bar-Ilan C	4th	Closing Opposition	View Ballot	Naomi PanovkaⒸ , Anna Neuber , Marcin Lewandowski , Ariel MeirⓉ
Hebrew B	2nd	Closing Government	View Ballot	Naomi PanovkaⒸ , Anna Neuber , Marcin Lewandowski , Ariel MeirⓉ
TCD Phil B	3rd	Opening Opposition	View Ballot	Naomi PanovkaⒸ , Anna Neuber , Marcin Lewandowski , Ariel MeirⓉ
Haifa B	1st	Opening Government	View Ballot	Naomi PanovkaⒸ , Anna Neuber , Marcin Lewandowski , Ariel MeirⓉ
Vienna D	3rd	Closing Opposition	View Ballot	Andrew ChenⒸ , Jemima Williams , Nejc Škoberne , Mor Ben ZikryⓉ
Copenhagen B	1st	Closing Government	View Ballot	Andrew ChenⒸ , Jemima Williams , Nejc Škoberne , Mor Ben ZikryⓉ
Tel Aviv D	2nd	Opening Opposition	View Ballot	Andrew ChenⒸ , Jemima Williams , Nejc Škoberne , Mor Ben ZikryⓉ
Durham B	4th	Opening Government	View Ballot	Andrew ChenⒸ , Jemima Williams , Nejc Škoberne , Mor Ben ZikryⓉ
TCD Phil A	1st	Closing Opposition	View Ballot	Lucie SlamovaⒸ , Enes Koç , Ryoji Yoshisada , Karin MatkovskiⓉ
COLMAN B	4th	Closing Government	View Ballot	Lucie SlamovaⒸ , Enes Koç , Ryoji Yoshisada , Karin MatkovskiⓉ
Ljubljana D	2nd	Opening Opposition	View Ballot	Lucie SlamovaⒸ , Enes Koç , Ryoji Yoshisada , Karin MatkovskiⓉ
Bristol C	3rd	Opening Government	View Ballot	Lucie SlamovaⒸ , Enes Koç , Ryoji Yoshisada , Karin MatkovskiⓉ
UCL D	2nd	Closing Opposition	View Ballot	Nikola MichaylovⒸ , Mila Marjanović , Samuel Gall , Theo SimionⓉ
TCD Phil C	4th	Closing Government	View Ballot	Nikola MichaylovⒸ , Mila Marjanović , Samuel Gall , Theo SimionⓉ
UCD LawSoc A	1st	Opening Opposition	View Ballot	Nikola MichaylovⒸ , Mila Marjanović , Samuel Gall , Theo SimionⓉ
Sciences Po Reims A	3rd	Opening Government	View Ballot	Nikola MichaylovⒸ , Mila Marjanović , Samuel Gall , Theo SimionⓉ
TCD Hist C	2nd	Closing Opposition	View Ballot	Robert BarrieⒸ , Conor Dolan , Olivia Mackender , Eden LanderⓉ
Utrecht A	1st	Closing Government	View Ballot	Robert BarrieⒸ , Conor Dolan , Olivia Mackender , Eden LanderⓉ
Warwick B	3rd	Opening Opposition	View Ballot	Robert BarrieⒸ , Conor Dolan , Olivia Mackender , Eden LanderⓉ
COLMAN C	4th	Opening Government	View Ballot	Robert BarrieⒸ , Conor Dolan , Olivia Mackender , Eden LanderⓉ


team	result	side	ballot	adjudicators
Vienna A	1st	Closing Opposition	View Ballot	Joseph Lewis 🦖Ⓒ , Masa Popeskovic , Omer Abramovich , Rina HendrieⓉ
UCD LawSoc A	4th	Closing Government	View Ballot	Joseph Lewis 🦖Ⓒ , Masa Popeskovic , Omer Abramovich , Rina HendrieⓉ
Edinburgh B	3rd	Opening Opposition	View Ballot	Joseph Lewis 🦖Ⓒ , Masa Popeskovic , Omer Abramovich , Rina HendrieⓉ
TCD Hist B	2nd	Opening Government	View Ballot	Joseph Lewis 🦖Ⓒ , Masa Popeskovic , Omer Abramovich , Rina HendrieⓉ
LSE B	1st	Closing Government	View Ballot	Alicja FilbierⒸ , Cailean Birtley , Hodaya Levy
Sofia A	2nd	Closing Opposition	View Ballot	Alicja FilbierⒸ , Cailean Birtley , Hodaya Levy
Ljubljana A	3rd	Opening Opposition	View Ballot	Alicja FilbierⒸ , Cailean Birtley , Hodaya Levy
Reichman B	4th	Opening Government	View Ballot	Alicja FilbierⒸ , Cailean Birtley , Hodaya Levy
Hebrew C	1st	Closing Opposition	View Ballot	Naomi PanovkaⒸ , Anna Skuhrová , Yuval Raviv
Edinburgh E	4th	Closing Government	View Ballot	Naomi PanovkaⒸ , Anna Skuhrová , Yuval Raviv
PEP A	2nd	Opening Opposition	View Ballot	Naomi PanovkaⒸ , Anna Skuhrová , Yuval Raviv
Belgrade B	3rd	Opening Government	View Ballot	Naomi PanovkaⒸ , Anna Skuhrová , Yuval Raviv
Imperial A	1st	Closing Opposition	View Ballot	Parth Pandya 🍑Ⓒ , Dragos Sassu , Kate Quinn , Karin MatkovskiⓉ
TCD Hist C	3rd	Closing Government	View Ballot	Parth Pandya 🍑Ⓒ , Dragos Sassu , Kate Quinn , Karin MatkovskiⓉ
UCL D	2nd	Opening Opposition	View Ballot	Parth Pandya 🍑Ⓒ , Dragos Sassu , Kate Quinn , Karin MatkovskiⓉ
Open B	4th	Opening Government	View Ballot	Parth Pandya 🍑Ⓒ , Dragos Sassu , Kate Quinn , Karin MatkovskiⓉ
TCD Phil C	1st	Closing Opposition	View Ballot	Yusuf SteelⒸ , Matthew Hamer , Sasha Steingart
Leiden C	3rd	Closing Government	View Ballot	Yusuf SteelⒸ , Matthew Hamer , Sasha Steingart
Copenhagen C	2nd	Opening Opposition	View Ballot	Yusuf SteelⒸ , Matthew Hamer , Sasha Steingart
Liverpool A	4th	Opening Government	View Ballot	Yusuf SteelⒸ , Matthew Hamer , Sasha Steingart
Hebrew A	1st	Closing Opposition	View Ballot	Rok Hafner 🦔Ⓒ , Ephraim Reifel , Olivia Mackender , Elia LeitnerⓉ
Jagiellonian B	4th	Closing Government	View Ballot	Rok Hafner 🦔Ⓒ , Ephraim Reifel , Olivia Mackender , Elia LeitnerⓉ
Imperial Composite	2nd	Opening Opposition	View Ballot	Rok Hafner 🦔Ⓒ , Ephraim Reifel , Olivia Mackender , Elia LeitnerⓉ
Oxford C	3rd	Opening Government	View Ballot	Rok Hafner 🦔Ⓒ , Ephraim Reifel , Olivia Mackender , Elia LeitnerⓉ
Haifa B	4th	Closing Opposition	View Ballot	Marta &quot;Small and Scary&quot; Vasić 🧚Ⓒ , Asaf Uriel , El Mehdi Idrissi Guenouni , Hope TalbotⓉ
Ljubljana D	3rd	Closing Government	View Ballot	Marta &quot;Small and Scary&quot; Vasić 🧚Ⓒ , Asaf Uriel , El Mehdi Idrissi Guenouni , Hope TalbotⓉ
Utrecht A	1st	Opening Opposition	View Ballot	Marta &quot;Small and Scary&quot; Vasić 🧚Ⓒ , Asaf Uriel , El Mehdi Idrissi Guenouni , Hope TalbotⓉ
KCL A	2nd	Opening Government	View Ballot	Marta &quot;Small and Scary&quot; Vasić 🧚Ⓒ , Asaf Uriel , El Mehdi Idrissi Guenouni , Hope TalbotⓉ
COLMAN C	3rd	Closing Opposition	View Ballot	Robert BarrieⒸ , Anabel Dautović , Miruna Chirilă , Avrakh MarkⓉ
TCD Phil D	4th	Closing Government	View Ballot	Robert BarrieⒸ , Anabel Dautović , Miruna Chirilă , Avrakh MarkⓉ
Warsaw Economics A	2nd	Opening Opposition	View Ballot	Robert BarrieⒸ , Anabel Dautović , Miruna Chirilă , Avrakh MarkⓉ
Cambridge C	1st	Opening Government	View Ballot	Robert BarrieⒸ , Anabel Dautović , Miruna Chirilă , Avrakh MarkⓉ
Ben-Gurion C	3rd	Closing Opposition	View Ballot	Nir Kligsberg 🤦🏻‍♀️Ⓒ , Amelia Potocka , Mila Berezin
RRIS C	4th	Closing Government	View Ballot	Nir Kligsberg 🤦🏻‍♀️Ⓒ , Amelia Potocka , Mila Berezin
Belgrade Arts A	1st	Opening Opposition	View Ballot	Nir Kligsberg 🤦🏻‍♀️Ⓒ , Amelia Potocka , Mila Berezin
Galatasaray B	2nd	Opening Government	View Ballot	Nir Kligsberg 🤦🏻‍♀️Ⓒ , Amelia Potocka , Mila Berezin
KCL B	2nd	Closing Opposition	View Ballot	Roy SchulmanⒸ , David Logan , Kate PeareyⓉ
St. Andrews B	1st	Closing Government	View Ballot	Roy SchulmanⒸ , David Logan , Kate PeareyⓉ
Leiden A	4th	Opening Opposition	View Ballot	Roy SchulmanⒸ , David Logan , Kate PeareyⓉ
TCD Phil B	3rd	Opening Government	View Ballot	Roy SchulmanⒸ , David Logan , Kate PeareyⓉ
Bristol C	1st	Closing Opposition	View Ballot	Milos MarjanovicⒸ , Anna Sawicka , Kristian Lindved Jensen , Yuval Dolev
UCD LawSoc B	3rd	Closing Government	View Ballot	Milos MarjanovicⒸ , Anna Sawicka , Kristian Lindved Jensen , Yuval Dolev
Weizmann A	2nd	Opening Opposition	View Ballot	Milos MarjanovicⒸ , Anna Sawicka , Kristian Lindved Jensen , Yuval Dolev
Warwick B	4th	Opening Government	View Ballot	Milos MarjanovicⒸ , Anna Sawicka , Kristian Lindved Jensen , Yuval Dolev
Warwick A	2nd	Closing Opposition	View Ballot	Emma WalkerⒸ , Arpi Yang , Nejc Škoberne
Prishtina B	3rd	Closing Government	View Ballot	Emma WalkerⒸ , Arpi Yang , Nejc Škoberne
Reichman A	1st	Opening Opposition	View Ballot	Emma WalkerⒸ , Arpi Yang , Nejc Škoberne
Malta A	4th	Opening Government	View Ballot	Emma WalkerⒸ , Arpi Yang , Nejc Škoberne
Galatasaray A	4th	Closing Opposition	View Ballot	Lucy MurphyⒸ , Daniel Slama , Zohar Barak , Dylan Rowan BradyⓉ
Manchester B	3rd	Closing Government	View Ballot	Lucy MurphyⒸ , Daniel Slama , Zohar Barak , Dylan Rowan BradyⓉ
NSDV Trivium B	1st	Opening Opposition	View Ballot	Lucy MurphyⒸ , Daniel Slama , Zohar Barak , Dylan Rowan BradyⓉ
Glasgow B	2nd	Opening Government	View Ballot	Lucy MurphyⒸ , Daniel Slama , Zohar Barak , Dylan Rowan BradyⓉ
COLMAN A	4th	Closing Opposition	View Ballot	Yishai BinnesⒸ , Clara Zhang , Natalie Short , Mor Ben ZikryⓉ
TCD Hist E	3rd	Closing Government	View Ballot	Yishai BinnesⒸ , Clara Zhang , Natalie Short , Mor Ben ZikryⓉ
Warsaw B	2nd	Opening Opposition	View Ballot	Yishai BinnesⒸ , Clara Zhang , Natalie Short , Mor Ben ZikryⓉ
Weizmann D	1st	Opening Government	View Ballot	Yishai BinnesⒸ , Clara Zhang , Natalie Short , Mor Ben ZikryⓉ
Weizmann B	3rd	Closing Opposition	View Ballot	Maj. Lior &quot;Sorry I&#x27;m married&quot; Sokol 😻Ⓒ , Euan Higgins , Lara Dragojević , Ela VranićⓉ
Tel Aviv D	4th	Closing Government	View Ballot	Maj. Lior &quot;Sorry I&#x27;m married&quot; Sokol 😻Ⓒ , Euan Higgins , Lara Dragojević , Ela VranićⓉ
Oxford E	1st	Opening Opposition	View Ballot	Maj. Lior &quot;Sorry I&#x27;m married&quot; Sokol 😻Ⓒ , Euan Higgins , Lara Dragojević , Ela VranićⓉ
Jagiellonian A	2nd	Opening Government	View Ballot	Maj. Lior &quot;Sorry I&#x27;m married&quot; Sokol 😻Ⓒ , Euan Higgins , Lara Dragojević , Ela VranićⓉ
Zagreb B	3rd	Closing Opposition	View Ballot	Andrew ChenⒸ , Carmel Kenneth , Régis Gourdel , Dor YohayⓉ
UCD L&amp;H B	4th	Closing Government	View Ballot	Andrew ChenⒸ , Carmel Kenneth , Régis Gourdel , Dor YohayⓉ
Bucharest A	1st	Opening Opposition	View Ballot	Andrew ChenⒸ , Carmel Kenneth , Régis Gourdel , Dor YohayⓉ
Cambridge B	2nd	Opening Government	View Ballot	Andrew ChenⒸ , Carmel Kenneth , Régis Gourdel , Dor YohayⓉ
LSE C	2nd	Closing Opposition	View Ballot	Klaudia &quot;Big K&quot; Maciejewska 😼Ⓒ , Conor Dolan , Serena Yuan , Ariel MeirⓉ
NSDV Trivium A	4th	Closing Government	View Ballot	Klaudia &quot;Big K&quot; Maciejewska 😼Ⓒ , Conor Dolan , Serena Yuan , Ariel MeirⓉ
Tel Aviv B	1st	Opening Opposition	View Ballot	Klaudia &quot;Big K&quot; Maciejewska 😼Ⓒ , Conor Dolan , Serena Yuan , Ariel MeirⓉ
Belgrade A	3rd	Opening Government	View Ballot	Klaudia &quot;Big K&quot; Maciejewska 😼Ⓒ , Conor Dolan , Serena Yuan , Ariel MeirⓉ
Swing B	4th	Closing Opposition	View Ballot	Jamie Salem DalgetyⒸ , David Brynley Hamer , Matt Aydin
Belgrade C	2nd	Closing Government	View Ballot	Jamie Salem DalgetyⒸ , David Brynley Hamer , Matt Aydin
Tel Aviv E	3rd	Opening Opposition	View Ballot	Jamie Salem DalgetyⒸ , David Brynley Hamer , Matt Aydin
Hebrew D	1st	Opening Government	View Ballot	Jamie Salem DalgetyⒸ , David Brynley Hamer , Matt Aydin
Ben-Gurion B	1st	Closing Opposition	View Ballot	Ido Bar-SellaⒸ , Ryoji Yoshisada , David GyorvaryⓉ
Durham B	4th	Closing Government	View Ballot	Ido Bar-SellaⒸ , Ryoji Yoshisada , David GyorvaryⓉ
Ibn Haldun A	3rd	Opening Opposition	View Ballot	Ido Bar-SellaⒸ , Ryoji Yoshisada , David GyorvaryⓉ
Manchester A	2nd	Opening Government	View Ballot	Ido Bar-SellaⒸ , Ryoji Yoshisada , David GyorvaryⓉ
Edinburgh C	2nd	Closing Opposition	View Ballot	Lucie SlamovaⒸ , Gal Mercado , Zachary Godley-McAvoy , Irina RadosavljevićⓉ
Ben-Gurion A	4th	Closing Government	View Ballot	Lucie SlamovaⒸ , Gal Mercado , Zachary Godley-McAvoy , Irina RadosavljevićⓉ
Haifa C	1st	Opening Opposition	View Ballot	Lucie SlamovaⒸ , Gal Mercado , Zachary Godley-McAvoy , Irina RadosavljevićⓉ
RRIS B	3rd	Opening Government	View Ballot	Lucie SlamovaⒸ , Gal Mercado , Zachary Godley-McAvoy , Irina RadosavljevićⓉ
TCD Hist A	4th	Closing Opposition	View Ballot	Katharina Margareta JansenⒸ , Irad Zehavi , Itay Tal
Haifa A	3rd	Closing Government	View Ballot	Katharina Margareta JansenⒸ , Irad Zehavi , Itay Tal
LSE A	1st	Opening Opposition	View Ballot	Katharina Margareta JansenⒸ , Irad Zehavi , Itay Tal
Tel Aviv A	2nd	Opening Government	View Ballot	Katharina Margareta JansenⒸ , Irad Zehavi , Itay Tal
Vienna B	2nd	Closing Opposition	View Ballot	Sebastián Dasso 🦀Ⓒ , Marcin Lewandowski , Sara Brdnik , Shahar Rozenberg
Weizmann C	4th	Closing Government	View Ballot	Sebastián Dasso 🦀Ⓒ , Marcin Lewandowski , Sara Brdnik , Shahar Rozenberg
Technion A	1st	Opening Opposition	View Ballot	Sebastián Dasso 🦀Ⓒ , Marcin Lewandowski , Sara Brdnik , Shahar Rozenberg
Copenhagen A	3rd	Opening Government	View Ballot	Sebastián Dasso 🦀Ⓒ , Marcin Lewandowski , Sara Brdnik , Shahar Rozenberg
Hebrew B	1st	Closing Opposition	View Ballot	Jack StanleyⒸ , Hanna Pabiś , Michał Wawrzyńczak , Renco BalićⓉ
Imperial B	2nd	Closing Government	View Ballot	Jack StanleyⒸ , Hanna Pabiś , Michał Wawrzyńczak , Renco BalićⓉ
Aberdeen B	4th	Opening Opposition	View Ballot	Jack StanleyⒸ , Hanna Pabiś , Michał Wawrzyńczak , Renco BalićⓉ
Ljubljana B	3rd	Opening Government	View Ballot	Jack StanleyⒸ , Hanna Pabiś , Michał Wawrzyńczak , Renco BalićⓉ
Split A	1st	Closing Opposition	View Ballot	Craig McDonald 🏴󠁧󠁢󠁷󠁬󠁳󠁿Ⓒ , Andrijana Stojković , Ardi Shatri , Abbie BrossⓉ
Haifa D	4th	Closing Government	View Ballot	Craig McDonald 🏴󠁧󠁢󠁷󠁬󠁳󠁿Ⓒ , Andrijana Stojković , Ardi Shatri , Abbie BrossⓉ
Ljubljana C	2nd	Opening Opposition	View Ballot	Craig McDonald 🏴󠁧󠁢󠁷󠁬󠁳󠁿Ⓒ , Andrijana Stojković , Ardi Shatri , Abbie BrossⓉ
COLMAN B	3rd	Opening Government	View Ballot	Craig McDonald 🏴󠁧󠁢󠁷󠁬󠁳󠁿Ⓒ , Andrijana Stojković , Ardi Shatri , Abbie BrossⓉ
Bar-Ilan B	4th	Closing Opposition	View Ballot	Senkai HsiaⒸ , Jemima Williams , Tatiana Sevyan , Enes KoçⓉ
Glasgow D	1st	Closing Government	View Ballot	Senkai HsiaⒸ , Jemima Williams , Tatiana Sevyan , Enes KoçⓉ
Sciences Po Reims C	3rd	Opening Opposition	View Ballot	Senkai HsiaⒸ , Jemima Williams , Tatiana Sevyan , Enes KoçⓉ
Belgrade D	2nd	Opening Government	View Ballot	Senkai HsiaⒸ , Jemima Williams , Tatiana Sevyan , Enes KoçⓉ
Swing A	4th	Closing Opposition	View Ballot	Elijah KochinⒸ , Franka Boender
Aberdeen A	2nd	Closing Government	View Ballot	Elijah KochinⒸ , Franka Boender
Prishtina A	3rd	Opening Opposition	View Ballot	Elijah KochinⒸ , Franka Boender
Rhetorica A	1st	Opening Government	View Ballot	Elijah KochinⒸ , Franka Boender
TCD Hist D	4th	Closing Opposition	View Ballot	Tin PuljićⒸ , Laura Hallmark , Yosi Khayet , Moshe PerlowitzⓉ
Sciences Po Reims A	2nd	Closing Government	View Ballot	Tin PuljićⒸ , Laura Hallmark , Yosi Khayet , Moshe PerlowitzⓉ
Oxford A	3rd	Opening Opposition	View Ballot	Tin PuljićⒸ , Laura Hallmark , Yosi Khayet , Moshe PerlowitzⓉ
Glasgow C	1st	Opening Government	View Ballot	Tin PuljićⒸ , Laura Hallmark , Yosi Khayet , Moshe PerlowitzⓉ
Haifa E	4th	Closing Opposition	View Ballot	Nikola MichaylovⒸ , Anna Neuber , Ronan Doherty , Metka VodušekⓉ
Belgrade E	2nd	Closing Government	View Ballot	Nikola MichaylovⒸ , Anna Neuber , Ronan Doherty , Metka VodušekⓉ
Bar-Ilan C	3rd	Opening Opposition	View Ballot	Nikola MichaylovⒸ , Anna Neuber , Ronan Doherty , Metka VodušekⓉ
RRIS A	1st	Opening Government	View Ballot	Nikola MichaylovⒸ , Anna Neuber , Ronan Doherty , Metka VodušekⓉ
LSE D	1st	Closing Opposition	View Ballot	Dino WildiⒸ , Daire Doyle O&#x27;Brien , Xiao Ke Lu , Andras BalazsyⓉ
Adam Mickiewicz A	4th	Closing Government	View Ballot	Dino WildiⒸ , Daire Doyle O&#x27;Brien , Xiao Ke Lu , Andras BalazsyⓉ
Technion B	2nd	Opening Opposition	View Ballot	Dino WildiⒸ , Daire Doyle O&#x27;Brien , Xiao Ke Lu , Andras BalazsyⓉ
Reichman C	3rd	Opening Government	View Ballot	Dino WildiⒸ , Daire Doyle O&#x27;Brien , Xiao Ke Lu , Andras BalazsyⓉ
Edinburgh A	1st	Closing Opposition	View Ballot	Jacob SilcoffⒸ , Flora Baek , Martin Mavrov , Marc RichlyⓉ
UCL B	3rd	Closing Government	View Ballot	Jacob SilcoffⒸ , Flora Baek , Martin Mavrov , Marc RichlyⓉ
Zagreb A	2nd	Opening Opposition	View Ballot	Jacob SilcoffⒸ , Flora Baek , Martin Mavrov , Marc RichlyⓉ
Vienna C	4th	Opening Government	View Ballot	Jacob SilcoffⒸ , Flora Baek , Martin Mavrov , Marc RichlyⓉ
Cambridge A	1st	Closing Opposition	View Ballot	Daniel BermanⒸ , Inbal Spigel , Urte Radaviciute , Theo SimionⓉ
UCL C	4th	Closing Government	View Ballot	Daniel BermanⒸ , Inbal Spigel , Urte Radaviciute , Theo SimionⓉ
Copenhagen B	3rd	Opening Opposition	View Ballot	Daniel BermanⒸ , Inbal Spigel , Urte Radaviciute , Theo SimionⓉ
Glasgow A	2nd	Opening Government	View Ballot	Daniel BermanⒸ , Inbal Spigel , Urte Radaviciute , Theo SimionⓉ
Cicero A	4th	Closing Opposition	View Ballot	Elaye KarstadtⒸ , Erblin Hoxha , Mila Marjanović , Milica KostinⓉ
UCD L&amp;H A	3rd	Closing Government	View Ballot	Elaye KarstadtⒸ , Erblin Hoxha , Mila Marjanović , Milica KostinⓉ
Warsaw A	2nd	Opening Opposition	View Ballot	Elaye KarstadtⒸ , Erblin Hoxha , Mila Marjanović , Milica KostinⓉ
Zagreb C	1st	Opening Government	View Ballot	Elaye KarstadtⒸ , Erblin Hoxha , Mila Marjanović , Milica KostinⓉ
Bristol B	4th	Closing Opposition	View Ballot	Anna ShrederⒸ , Ignas Sarva , Kenneth Aliu , Malika ManiarⓉ
St. Andrews A	3rd	Closing Government	View Ballot	Anna ShrederⒸ , Ignas Sarva , Kenneth Aliu , Malika ManiarⓉ
Tel Aviv C	1st	Opening Opposition	View Ballot	Anna ShrederⒸ , Ignas Sarva , Kenneth Aliu , Malika ManiarⓉ
KCL C	2nd	Opening Government	View Ballot	Anna ShrederⒸ , Ignas Sarva , Kenneth Aliu , Malika ManiarⓉ
Oxford B	1st	Closing Opposition	View Ballot	Nar Sher MayⒸ , Roi Cohen , Samuel Gall , Yair SternmanⓉ
Durham A	4th	Closing Government	View Ballot	Nar Sher MayⒸ , Roi Cohen , Samuel Gall , Yair SternmanⓉ
Sheffield A	2nd	Opening Opposition	View Ballot	Nar Sher MayⒸ , Roi Cohen , Samuel Gall , Yair SternmanⓉ
Bristol A	3rd	Opening Government	View Ballot	Nar Sher MayⒸ , Roi Cohen , Samuel Gall , Yair SternmanⓉ
UCL A	2nd	Closing Opposition	View Ballot	Emery TaylorⒸ , Ayman Memon , Sharon Maidanchik
TCD Phil A	4th	Closing Government	View Ballot	Emery TaylorⒸ , Ayman Memon , Sharon Maidanchik
LSE E	1st	Opening Opposition	View Ballot	Emery TaylorⒸ , Ayman Memon , Sharon Maidanchik
Technion C	3rd	Opening Government	View Ballot	Emery TaylorⒸ , Ayman Memon , Sharon Maidanchik
Babeș-Bolyai A	3rd	Closing Opposition	View Ballot	Helena Hecke ✨Ⓒ , Adrian Hans Albrecht Krieger , Dharani Shashidaran
Ibn Haldun B	4th	Closing Government	View Ballot	Helena Hecke ✨Ⓒ , Adrian Hans Albrecht Krieger , Dharani Shashidaran
UCD L&amp;H C	1st	Opening Opposition	View Ballot	Helena Hecke ✨Ⓒ , Adrian Hans Albrecht Krieger , Dharani Shashidaran
Technion D	2nd	Opening Government	View Ballot	Helena Hecke ✨Ⓒ , Adrian Hans Albrecht Krieger , Dharani Shashidaran
Edinburgh D	1st	Closing Opposition	View Ballot	Luka PetrovićⒸ , Heather Ashworth , Robyn O’Connell , Eden LanderⓉ
Leiden B	4th	Closing Government	View Ballot	Luka PetrovićⒸ , Heather Ashworth , Robyn O’Connell , Eden LanderⓉ
Oxford D	3rd	Opening Opposition	View Ballot	Luka PetrovićⒸ , Heather Ashworth , Robyn O’Connell , Eden LanderⓉ
Open C	2nd	Opening Government	View Ballot	Luka PetrovićⒸ , Heather Ashworth , Robyn O’Connell , Eden LanderⓉ
Open A	1st	Closing Opposition	View Ballot	Jessica Musulin 👀Ⓒ , Alex Steinmetz , Lior Gonen , Daniël HooimeijerⓉ
Zagreb D	2nd	Closing Government	View Ballot	Jessica Musulin 👀Ⓒ , Alex Steinmetz , Lior Gonen , Daniël HooimeijerⓉ
Vienna D	4th	Opening Opposition	View Ballot	Jessica Musulin 👀Ⓒ , Alex Steinmetz , Lior Gonen , Daniël HooimeijerⓉ
Split B	3rd	Opening Government	View Ballot	Jessica Musulin 👀Ⓒ , Alex Steinmetz , Lior Gonen , Daniël HooimeijerⓉ


team	result	side	ballot	adjudicators
Weizmann D	4th	Closing Opposition	View Ballot	Roy SchulmanⒸ , Olivia Mackender , Zachary Godley-McAvoy
KCL A	3rd	Closing Government	View Ballot	Roy SchulmanⒸ , Olivia Mackender , Zachary Godley-McAvoy
TCD Hist B	1st	Opening Opposition	View Ballot	Roy SchulmanⒸ , Olivia Mackender , Zachary Godley-McAvoy
Imperial A	2nd	Opening Government	View Ballot	Roy SchulmanⒸ , Olivia Mackender , Zachary Godley-McAvoy
Glasgow B	4th	Closing Opposition	View Ballot	Katharina Margareta JansenⒸ , Asaf Uriel , David Logan
LSE C	2nd	Closing Government	View Ballot	Katharina Margareta JansenⒸ , Asaf Uriel , David Logan
LSE B	3rd	Opening Opposition	View Ballot	Katharina Margareta JansenⒸ , Asaf Uriel , David Logan
Edinburgh A	1st	Opening Government	View Ballot	Katharina Margareta JansenⒸ , Asaf Uriel , David Logan
