
Rk	team	categories	R1	R2	R3	R4	R5	R6	R7	R8	R9	Pts	Spk	1sts	2nds	3rds	Irons 
Vanderbilt D	4th	Opening Government	View Ballot	Tengku OmarⒸ , Or Toledano , Shi Wen Yeo
Aberdeen A	3rd	Closing Opposition	View Ballot	Tengku OmarⒸ , Or Toledano , Shi Wen Yeo
Chicago A	4th	Closing Government	View Ballot	Jessica MusulinⒸ , Frang Komolrochanaporn , Mansa Fuah , Owen Goodacre
Zagreb A	2nd	Opening Government	View Ballot	Jessica MusulinⒸ , Frang Komolrochanaporn , Mansa Fuah , Owen Goodacre
LSE B	1st	Opening Opposition	View Ballot	Jessica MusulinⒸ , Frang Komolrochanaporn , Mansa Fuah , Owen Goodacre
Harvard D	3rd	Closing Opposition	View Ballot	Jessica MusulinⒸ , Frang Komolrochanaporn , Mansa Fuah , Owen Goodacre
UC Berkeley A	3rd	Opening Government	View Ballot	Mark RotheryⒸ , Gaveal Fan 🥹 , Mezen Lababidi
Vanderbilt A	2nd	Closing Opposition	View Ballot	Mark RotheryⒸ , Gaveal Fan 🥹 , Mezen Lababidi
Waterloo A	1st	Opening Opposition	View Ballot	Mark RotheryⒸ , Gaveal Fan 🥹 , Mezen Lababidi
Fordham A	4th	Closing Government	View Ballot	Mark RotheryⒸ , Gaveal Fan 🥹 , Mezen Lababidi
Zagreb D	3rd	Opening Government	View Ballot	Craig McDonaldⒸ , Anna Neuber , Jose Yip , Labiba Islam Salsabil
Bates A	1st	Opening Opposition	View Ballot	Craig McDonaldⒸ , Anna Neuber , Jose Yip , Labiba Islam Salsabil
Malaya A	4th	Closing Government	View Ballot	Craig McDonaldⒸ , Anna Neuber , Jose Yip , Labiba Islam Salsabil
ITAM A	2nd	Closing Opposition	View Ballot	Craig McDonaldⒸ , Anna Neuber , Jose Yip , Labiba Islam Salsabil
Melbourne A	1st	Closing Opposition	View Ballot	Tota TakahashiⒸ , Chandrahaas Kona , Niall Dinneen , Prashasti Saxena
Technion A	2nd	Opening Government	View Ballot	Tota TakahashiⒸ , Chandrahaas Kona , Niall Dinneen , Prashasti Saxena
BUET C	4th	Opening Opposition	View Ballot	Tota TakahashiⒸ , Chandrahaas Kona , Niall Dinneen , Prashasti Saxena
Cornell B	3rd	Closing Government	View Ballot	Tota TakahashiⒸ , Chandrahaas Kona , Niall Dinneen , Prashasti Saxena
Stanford C	4th	Closing Government	View Ballot	Lucie SlamovaⒸ , Gautam George , Haruka Sawazaki , Ho Ban ShenⓉ
McGill D	1st	Opening Opposition	View Ballot	Lucie SlamovaⒸ , Gautam George , Haruka Sawazaki , Ho Ban ShenⓉ
Copenhagen A	2nd	Closing Opposition	View Ballot	Lucie SlamovaⒸ , Gautam George , Haruka Sawazaki , Ho Ban ShenⓉ
Williams A	3rd	Opening Government	View Ballot	Lucie SlamovaⒸ , Gautam George , Haruka Sawazaki , Ho Ban ShenⓉ
UCL B	3rd	Closing Government	View Ballot	Arpi YangⒸ , Ani Kovacheva , Hanying Yao , Kelly A Smith
Cambridge D	1st	Opening Opposition	View Ballot	Arpi YangⒸ , Ani Kovacheva , Hanying Yao , Kelly A Smith
Cornell C	2nd	Closing Opposition	View Ballot	Arpi YangⒸ , Ani Kovacheva , Hanying Yao , Kelly A Smith
IIUM B	4th	Opening Government	View Ballot	Arpi YangⒸ , Ani Kovacheva , Hanying Yao , Kelly A Smith
PUCP A	1st	Closing Government	View Ballot	Tin PuljićⒸ , Jaleelah Al-Ameenah Ammar , Rami Osman , Yi ZhiⓉ
NUS B	4th	Closing Opposition	View Ballot	Tin PuljićⒸ , Jaleelah Al-Ameenah Ammar , Rami Osman , Yi ZhiⓉ
St Andrews A	2nd	Opening Opposition	View Ballot	Tin PuljićⒸ , Jaleelah Al-Ameenah Ammar , Rami Osman , Yi ZhiⓉ
Tokyo A	3rd	Opening Government	View Ballot	Tin PuljićⒸ , Jaleelah Al-Ameenah Ammar , Rami Osman , Yi ZhiⓉ
TAU C	1st	Opening Opposition	View Ballot	Daniel SchonningⒸ , Dharani Shashidaran , Eleanor Douglas , Tommy Koh
Colgate C	4th	Closing Opposition	View Ballot	Daniel SchonningⒸ , Dharani Shashidaran , Eleanor Douglas , Tommy Koh
Ateneo C	2nd	Opening Government	View Ballot	Daniel SchonningⒸ , Dharani Shashidaran , Eleanor Douglas , Tommy Koh
Middlebury A	3rd	Closing Government	View Ballot	Daniel SchonningⒸ , Dharani Shashidaran , Eleanor Douglas , Tommy Koh
Princeton A	2nd	Closing Opposition	View Ballot	Mukhtar TashkenbayevⒸ , Ella Bullock-Papa , George Jameson Macauley
Zagreb C	1st	Opening Opposition	View Ballot	Mukhtar TashkenbayevⒸ , Ella Bullock-Papa , George Jameson Macauley
BINUS A	4th	Closing Government	View Ballot	Mukhtar TashkenbayevⒸ , Ella Bullock-Papa , George Jameson Macauley
Otago A	3rd	Opening Government	View Ballot	Mukhtar TashkenbayevⒸ , Ella Bullock-Papa , George Jameson Macauley
TAU B	3rd	Opening Opposition	View Ballot	Nikola MichaylovⒸ , Claire Yu , Mohammad Amin bin Mohd Sharudin , Patrick Mayhew
Zagreb E	2nd	Opening Government	View Ballot	Nikola MichaylovⒸ , Claire Yu , Mohammad Amin bin Mohd Sharudin , Patrick Mayhew
Ateneo B	4th	Closing Opposition	View Ballot	Nikola MichaylovⒸ , Claire Yu , Mohammad Amin bin Mohd Sharudin , Patrick Mayhew
Duke B	1st	Closing Government	View Ballot	Nikola MichaylovⒸ , Claire Yu , Mohammad Amin bin Mohd Sharudin , Patrick Mayhew
Bucharest B	4th	Closing Government	View Ballot	Diego DuarteⒸ , Hunter James Valencia , Lucy McManus
Imperial A	1st	Closing Opposition	View Ballot	Diego DuarteⒸ , Hunter James Valencia , Lucy McManus
Hart House B	2nd	Opening Government	View Ballot	Diego DuarteⒸ , Hunter James Valencia , Lucy McManus
Monash B	3rd	Opening Opposition	View Ballot	Diego DuarteⒸ , Hunter James Valencia , Lucy McManus
Sciences Po B	1st	Opening Opposition	View Ballot	Helena Hecke ✨🥨Ⓒ , Alex Steinmetz , Cal Birtley , Cass Robertson
Princeton D	3rd	Closing Opposition	View Ballot	Helena Hecke ✨🥨Ⓒ , Alex Steinmetz , Cal Birtley , Cass Robertson
UCD L&amp;H A	4th	Closing Government	View Ballot	Helena Hecke ✨🥨Ⓒ , Alex Steinmetz , Cal Birtley , Cass Robertson
Sydney F	2nd	Opening Government	View Ballot	Helena Hecke ✨🥨Ⓒ , Alex Steinmetz , Cal Birtley , Cass Robertson
Chulalongkorn A	2nd	Opening Opposition	View Ballot	Jordyn Gibson 😂Ⓒ , Ayal Mor , Ithuriel Shen
McGill C	1st	Closing Government	View Ballot	Jordyn Gibson 😂Ⓒ , Ayal Mor , Ithuriel Shen
Harvard C	3rd	Closing Opposition	View Ballot	Jordyn Gibson 😂Ⓒ , Ayal Mor , Ithuriel Shen
UWODS A	4th	Opening Government	View Ballot	Jordyn Gibson 😂Ⓒ , Ayal Mor , Ithuriel Shen
UT MARA B	1st	Closing Opposition	View Ballot	Ruth Selorme AcolatseⒸ , Ken Tieu , Matthias Roshardt
TCD Hist B	2nd	Opening Opposition	View Ballot	Ruth Selorme AcolatseⒸ , Ken Tieu , Matthias Roshardt
Tokyo C	4th	Opening Government	View Ballot	Ruth Selorme AcolatseⒸ , Ken Tieu , Matthias Roshardt
Leiden A	3rd	Closing Government	View Ballot	Ruth Selorme AcolatseⒸ , Ken Tieu , Matthias Roshardt
Vermont A	4th	Closing Opposition	View Ballot	Miri MunteanⒸ , Aidan O&#x27;Brien , Matt Neal
TCD Hist A	1st	Opening Opposition	View Ballot	Miri MunteanⒸ , Aidan O&#x27;Brien , Matt Neal
Yonsei A	2nd	Opening Government	View Ballot	Miri MunteanⒸ , Aidan O&#x27;Brien , Matt Neal
Carleton C	3rd	Closing Government	View Ballot	Miri MunteanⒸ , Aidan O&#x27;Brien , Matt Neal
KNUST A	3rd	Opening Government	View Ballot	Beatrice CuizonⒸ , Andy Wang , Christopher Richard
IIUM C	4th	Closing Opposition	View Ballot	Beatrice CuizonⒸ , Andy Wang , Christopher Richard
DK Wien B	1st	Closing Government	View Ballot	Beatrice CuizonⒸ , Andy Wang , Christopher Richard
Carleton A	2nd	Opening Opposition	View Ballot	Beatrice CuizonⒸ , Andy Wang , Christopher Richard
Reichman A	3rd	Opening Government	View Ballot	Gwen StearnsⒸ , Aidan Woo , Sarah Aston 🌸
Cambridge A	1st	Opening Opposition	View Ballot	Gwen StearnsⒸ , Aidan Woo , Sarah Aston 🌸
KNUST B	4th	Closing Government	View Ballot	Gwen StearnsⒸ , Aidan Woo , Sarah Aston 🌸
EUDU C	2nd	Closing Opposition	View Ballot	Gwen StearnsⒸ , Aidan Woo , Sarah Aston 🌸
Stanford G	2nd	Closing Opposition	View Ballot	Devesh KodnaniⒸ , Anqi Li , Hanafie Haniki
SMU A	4th	Closing Government	View Ballot	Devesh KodnaniⒸ , Anqi Li , Hanafie Haniki
UCLA A	1st	Opening Government	View Ballot	Devesh KodnaniⒸ , Anqi Li , Hanafie Haniki
UNAIR A	3rd	Opening Opposition	View Ballot	Devesh KodnaniⒸ , Anqi Li , Hanafie Haniki
Oxford A	1st	Closing Government	View Ballot	Pranav KagalkarⒸ , Bree Craig , Olivia Mackender , Sándor Erik Lorange
Rosario A	3rd	Opening Government	View Ballot	Pranav KagalkarⒸ , Bree Craig , Olivia Mackender , Sándor Erik Lorange
UNSW C	2nd	Opening Opposition	View Ballot	Pranav KagalkarⒸ , Bree Craig , Olivia Mackender , Sándor Erik Lorange
UWODS C	4th	Closing Opposition	View Ballot	Pranav KagalkarⒸ , Bree Craig , Olivia Mackender , Sándor Erik Lorange
NTU B	1st	Closing Opposition	View Ballot	Yoni Cohen-IdovⒸ , Tiffany Kuo ⭐️ , Tyler Jishi Li
Vanderbilt B	2nd	Opening Opposition	View Ballot	Yoni Cohen-IdovⒸ , Tiffany Kuo ⭐️ , Tyler Jishi Li
UT MARA C	4th	Closing Government	View Ballot	Yoni Cohen-IdovⒸ , Tiffany Kuo ⭐️ , Tyler Jishi Li
Monash A	3rd	Opening Government	View Ballot	Yoni Cohen-IdovⒸ , Tiffany Kuo ⭐️ , Tyler Jishi Li
UWA A	2nd	Closing Government	View Ballot	Sourodip PaulⒸ , Jack Williams , Maya Hollander
Cornell A	3rd	Opening Government	View Ballot	Sourodip PaulⒸ , Jack Williams , Maya Hollander
UTS A	4th	Opening Opposition	View Ballot	Sourodip PaulⒸ , Jack Williams , Maya Hollander
Yale B	1st	Closing Opposition	View Ballot	Sourodip PaulⒸ , Jack Williams , Maya Hollander
Swarthmore B	4th	Opening Opposition	View Ballot	Júlia García GüellⒸ , Eoghan Connolly , Kevin Lee
Auckland C	1st	Closing Government	View Ballot	Júlia García GüellⒸ , Eoghan Connolly , Kevin Lee
UT MARA A	3rd	Opening Government	View Ballot	Júlia García GüellⒸ , Eoghan Connolly , Kevin Lee
Monash D	2nd	Closing Opposition	View Ballot	Júlia García GüellⒸ , Eoghan Connolly , Kevin Lee
Oxford C	2nd	Closing Opposition	View Ballot	Chris Mentis CravarisⒸ , Anna Carissa Burton , Christopher Hojem , Eric TuⓉ
HUJI A	1st	Opening Government	View Ballot	Chris Mentis CravarisⒸ , Anna Carissa Burton , Christopher Hojem , Eric TuⓉ
Harvard B	3rd	Opening Opposition	View Ballot	Chris Mentis CravarisⒸ , Anna Carissa Burton , Christopher Hojem , Eric TuⓉ
Queensland A	4th	Closing Government	View Ballot	Chris Mentis CravarisⒸ , Anna Carissa Burton , Christopher Hojem , Eric TuⓉ
Split A	2nd	Opening Opposition	View Ballot	Yael WolffⒸ , Jo Watanabe , Peter Kouzovnikov
Hong Kong B	3rd	Opening Government	View Ballot	Yael WolffⒸ , Jo Watanabe , Peter Kouzovnikov
ITB A	1st	Closing Government	View Ballot	Yael WolffⒸ , Jo Watanabe , Peter Kouzovnikov
UWODS B	4th	Closing Opposition	View Ballot	Yael WolffⒸ , Jo Watanabe , Peter Kouzovnikov
Auckland B	4th	Opening Government	View Ballot	Martha McKinney-PerryⒸ , Brandon Gusain , Harry Wu , Sophia Wlodek
Brown A	1st	Closing Government	View Ballot	Martha McKinney-PerryⒸ , Brandon Gusain , Harry Wu , Sophia Wlodek
Gadjah Mada A	3rd	Opening Opposition	View Ballot	Martha McKinney-PerryⒸ , Brandon Gusain , Harry Wu , Sophia Wlodek
Tokyo B	2nd	Closing Opposition	View Ballot	Martha McKinney-PerryⒸ , Brandon Gusain , Harry Wu , Sophia Wlodek
Cambridge B	4th	Closing Opposition	View Ballot	Daniel Maier-GantⒸ , Amelia Potocka , Tadesse Gessese , Alysha RendiⓉ
Sofia A	1st	Closing Government	View Ballot	Daniel Maier-GantⒸ , Amelia Potocka , Tadesse Gessese , Alysha RendiⓉ
Macquarie A	2nd	Opening Opposition	View Ballot	Daniel Maier-GantⒸ , Amelia Potocka , Tadesse Gessese , Alysha RendiⓉ
EUDU A	3rd	Opening Government	View Ballot	Daniel Maier-GantⒸ , Amelia Potocka , Tadesse Gessese , Alysha RendiⓉ
Sunway A	3rd	Opening Government	View Ballot	Simon LuoⒸ , Alicia Wang , Khaled Messai
Ghana A	2nd	Opening Opposition	View Ballot	Simon LuoⒸ , Alicia Wang , Khaled Messai
Chicago D	1st	Closing Government	View Ballot	Simon LuoⒸ , Alicia Wang , Khaled Messai
Diponegoro A	4th	Closing Opposition	View Ballot	Simon LuoⒸ , Alicia Wang , Khaled Messai
Swarthmore C	4th	Closing Government	View Ballot	Emery TaylorⒸ , Annie Kaplan , Jaeoh Wi , Samuel Gall
LSE C	3rd	Closing Opposition	View Ballot	Emery TaylorⒸ , Annie Kaplan , Jaeoh Wi , Samuel Gall
De La Salle B	1st	Opening Government	View Ballot	Emery TaylorⒸ , Annie Kaplan , Jaeoh Wi , Samuel Gall
Chile A	2nd	Opening Opposition	View Ballot	Emery TaylorⒸ , Annie Kaplan , Jaeoh Wi , Samuel Gall
Indonesia A	1st	Closing Opposition	View Ballot	Samuel ScheuerⒸ , Katarina Maljković , Qwynn Foster
Almería A	2nd	Opening Government	View Ballot	Samuel ScheuerⒸ , Katarina Maljković , Qwynn Foster
Durham B	3rd	Opening Opposition	View Ballot	Samuel ScheuerⒸ , Katarina Maljković , Qwynn Foster
UQaM A	4th	Closing Government	View Ballot	Samuel ScheuerⒸ , Katarina Maljković , Qwynn Foster
Alberta B	3rd	Opening Government	View Ballot	Oisín BrowneⒸ , Lamia Nur Rahman , Lucio Barbieri-Yates
Comillas A	1st	Closing Government	View Ballot	Oisín BrowneⒸ , Lamia Nur Rahman , Lucio Barbieri-Yates
BGU A	2nd	Opening Opposition	View Ballot	Oisín BrowneⒸ , Lamia Nur Rahman , Lucio Barbieri-Yates
Middlebury B	4th	Closing Opposition	View Ballot	Oisín BrowneⒸ , Lamia Nur Rahman , Lucio Barbieri-Yates
Stanford D	4th	Closing Government	View Ballot	Revan Lim TJ 🐼Ⓒ , Dilys Wang , Heather Ashworth
Nottingham C	1st	Opening Opposition	View Ballot	Revan Lim TJ 🐼Ⓒ , Dilys Wang , Heather Ashworth
Hong Kong D	3rd	Opening Government	View Ballot	Revan Lim TJ 🐼Ⓒ , Dilys Wang , Heather Ashworth
Atma Jaya A	2nd	Closing Opposition	View Ballot	Revan Lim TJ 🐼Ⓒ , Dilys Wang , Heather Ashworth
Stanford A	3rd	Closing Government	View Ballot	Anna ShrederⒸ , Faithfulness Okom , Ng Kah Hee , Matt NusomⓉ
Princeton B	2nd	Opening Opposition	View Ballot	Anna ShrederⒸ , Faithfulness Okom , Ng Kah Hee , Matt NusomⓉ
Ateneo A	1st	Opening Government	View Ballot	Anna ShrederⒸ , Faithfulness Okom , Ng Kah Hee , Matt NusomⓉ
Sydney A	4th	Closing Opposition	View Ballot	Anna ShrederⒸ , Faithfulness Okom , Ng Kah Hee , Matt NusomⓉ
Stanford B	2nd	Closing Government	View Ballot	Micaela LewisⒸ , Jason O. Chan , Josh Meikle
Auckland A	3rd	Opening Government	View Ballot	Micaela LewisⒸ , Jason O. Chan , Josh Meikle
Bonaparte A	4th	Opening Opposition	View Ballot	Micaela LewisⒸ , Jason O. Chan , Josh Meikle
UNWE A	1st	Closing Opposition	View Ballot	Micaela LewisⒸ , Jason O. Chan , Josh Meikle
Oxford B	2nd	Closing Opposition	View Ballot	Njuguna MachariaⒸ , Christy Murray , Lara Dragojević
QDU A	4th	Closing Government	View Ballot	Njuguna MachariaⒸ , Christy Murray , Lara Dragojević
Harvard E	3rd	Opening Government	View Ballot	Njuguna MachariaⒸ , Christy Murray , Lara Dragojević
Hart House A	1st	Opening Opposition	View Ballot	Njuguna MachariaⒸ , Christy Murray , Lara Dragojević
SMU B	4th	Closing Government	View Ballot	Paolo TainoⒸ , Lucille Bergmann , Menachem Weber
BUET A	3rd	Opening Government	View Ballot	Paolo TainoⒸ , Lucille Bergmann , Menachem Weber
Imperial B	2nd	Closing Opposition	View Ballot	Paolo TainoⒸ , Lucille Bergmann , Menachem Weber
EUDU B	1st	Opening Opposition	View Ballot	Paolo TainoⒸ , Lucille Bergmann , Menachem Weber
SLS Pune A	1st	Closing Government	View Ballot	Davida PaulⒸ , Saumya Malik , Sebastian Posthumus Meyjes
ANU B	2nd	Opening Opposition	View Ballot	Davida PaulⒸ , Saumya Malik , Sebastian Posthumus Meyjes
Otago C	3rd	Opening Government	View Ballot	Davida PaulⒸ , Saumya Malik , Sebastian Posthumus Meyjes
IIUM A	4th	Closing Opposition	View Ballot	Davida PaulⒸ , Saumya Malik , Sebastian Posthumus Meyjes
Nottingham B	3rd	Opening Opposition	View Ballot	Zach Godley-McAvoyⒸ , Seamus Allen
Wheaton B	4th	Opening Government	View Ballot	Zach Godley-McAvoyⒸ , Seamus Allen
Fordham B	2nd	Closing Government	View Ballot	Zach Godley-McAvoyⒸ , Seamus Allen
Durham A	1st	Closing Opposition	View Ballot	Zach Godley-McAvoyⒸ , Seamus Allen
Berlin A	1st	Opening Opposition	View Ballot	Miriam KalmanⒸ , Karina Wugang , Xavier Konynenburg
LSE D	2nd	Closing Government	View Ballot	Miriam KalmanⒸ , Karina Wugang , Xavier Konynenburg
Korea A	3rd	Opening Government	View Ballot	Miriam KalmanⒸ , Karina Wugang , Xavier Konynenburg
Strathmore A	4th	Closing Opposition	View Ballot	Miriam KalmanⒸ , Karina Wugang , Xavier Konynenburg
QDU B	3rd	Opening Government	View Ballot	Serena YuanⒸ , Bennett Roebuck-Krautz , Miranda Zigler , Pjotr Koster
UCL D	4th	Closing Government	View Ballot	Serena YuanⒸ , Bennett Roebuck-Krautz , Miranda Zigler , Pjotr Koster
UCM A	2nd	Closing Opposition	View Ballot	Serena YuanⒸ , Bennett Roebuck-Krautz , Miranda Zigler , Pjotr Koster
Yale D	1st	Opening Opposition	View Ballot	Serena YuanⒸ , Bennett Roebuck-Krautz , Miranda Zigler , Pjotr Koster
Stanford E	3rd	Closing Government	View Ballot	Robert BarrieⒸ , Chris Vanderpool , Nora Flynn-McIver
UC Berkeley B	4th	Closing Opposition	View Ballot	Robert BarrieⒸ , Chris Vanderpool , Nora Flynn-McIver
UNSW A	1st	Opening Government	View Ballot	Robert BarrieⒸ , Chris Vanderpool , Nora Flynn-McIver
GUU A	2nd	Opening Opposition	View Ballot	Robert BarrieⒸ , Chris Vanderpool , Nora Flynn-McIver
NTU A	2nd	Opening Government	View Ballot	Ben DoryⒸ , Aaron Mesa , Nicola Brayan
TCD Hist C	4th	Closing Government	View Ballot	Ben DoryⒸ , Aaron Mesa , Nicola Brayan
BUET D	3rd	Opening Opposition	View Ballot	Ben DoryⒸ , Aaron Mesa , Nicola Brayan
Hart House C	1st	Closing Opposition	View Ballot	Ben DoryⒸ , Aaron Mesa , Nicola Brayan


team	result	side	ballot	adjudicators
TAU A	2nd	Opening Government	View Ballot	Joseph LewisⒸ , Gaveal Fan 🥹 , Milo Austin
Princeton C	3rd	Opening Opposition	View Ballot	Joseph LewisⒸ , Gaveal Fan 🥹 , Milo Austin
Princeton B	4th	Closing Government	View Ballot	Joseph LewisⒸ , Gaveal Fan 🥹 , Milo Austin
Ateneo A	1st	Closing Opposition	View Ballot	Joseph LewisⒸ , Gaveal Fan 🥹 , Milo Austin
Split A	3rd	Closing Government	View Ballot	Jack WilliamsⒸ , Audrey Melody , Roger Luo , Sándor Erik Lorange
LSE C	2nd	Opening Opposition	View Ballot	Jack WilliamsⒸ , Audrey Melody , Roger Luo , Sándor Erik Lorange
LCC A	4th	Opening Government	View Ballot	Jack WilliamsⒸ , Audrey Melody , Roger Luo , Sándor Erik Lorange
DK Wien A	1st	Closing Opposition	View Ballot	Jack WilliamsⒸ , Audrey Melody , Roger Luo , Sándor Erik Lorange
Nottingham B	4th	Opening Government	View Ballot	Alicja FilbierⒸ , Frang Komolrochanaporn , Sophia Wlodek
Alberta B	2nd	Closing Government	View Ballot	Alicja FilbierⒸ , Frang Komolrochanaporn , Sophia Wlodek
TCD Hist B	3rd	Closing Opposition	View Ballot	Alicja FilbierⒸ , Frang Komolrochanaporn , Sophia Wlodek
Carleton C	1st	Opening Opposition	View Ballot	Alicja FilbierⒸ , Frang Komolrochanaporn , Sophia Wlodek
Stanford A	2nd	Closing Opposition	View Ballot	Tota TakahashiⒸ , Anna Neuber , Isaac Heron
Sydney B	3rd	Closing Government	View Ballot	Tota TakahashiⒸ , Anna Neuber , Isaac Heron
Sydney D	1st	Opening Opposition	View Ballot	Tota TakahashiⒸ , Anna Neuber , Isaac Heron
Hart House A	4th	Opening Government	View Ballot	Tota TakahashiⒸ , Anna Neuber , Isaac Heron
UC Berkeley A	3rd	Opening Opposition	View Ballot	Da&#x27;Von BoydⒸ , Anna Carissa Burton , Mezen Lababidi
Auckland B	1st	Closing Government	View Ballot	Da&#x27;Von BoydⒸ , Anna Carissa Burton , Mezen Lababidi
Almería A	4th	Closing Opposition	View Ballot	Da&#x27;Von BoydⒸ , Anna Carissa Burton , Mezen Lababidi
Tokyo D	2nd	Opening Government	View Ballot	Da&#x27;Von BoydⒸ , Anna Carissa Burton , Mezen Lababidi
TAU C	4th	Closing Opposition	View Ballot	Alexander BeaumontⒸ , Anqi Li , Gavin Gill
SLS Pune A	2nd	Opening Government	View Ballot	Alexander BeaumontⒸ , Anqi Li , Gavin Gill
TCD Phil C	3rd	Opening Opposition	View Ballot	Alexander BeaumontⒸ , Anqi Li , Gavin Gill
UTS A	1st	Closing Government	View Ballot	Alexander BeaumontⒸ , Anqi Li , Gavin Gill
Stanford E	3rd	Opening Government	View Ballot	Ben DoryⒸ , Hanafie Haniki , Prashasti Saxena
NTU A	1st	Opening Opposition	View Ballot	Ben DoryⒸ , Hanafie Haniki , Prashasti Saxena
Brown B	4th	Closing Opposition	View Ballot	Ben DoryⒸ , Hanafie Haniki , Prashasti Saxena
Otago A	2nd	Closing Government	View Ballot	Ben DoryⒸ , Hanafie Haniki , Prashasti Saxena
Swarthmore A	1st	Opening Government	View Ballot	Zach Godley-McAvoyⒸ , Diana Boca , Katarina Maljković
Reichman B	3rd	Closing Government	View Ballot	Zach Godley-McAvoyⒸ , Diana Boca , Katarina Maljković
Hong Kong D	2nd	Closing Opposition	View Ballot	Zach Godley-McAvoyⒸ , Diana Boca , Katarina Maljković
Zurich A	4th	Opening Opposition	View Ballot	Zach Godley-McAvoyⒸ , Diana Boca , Katarina Maljković
UT MARA C	1st	Opening Opposition	View Ballot	Yael WolffⒸ , Andy Wang , Matthias Roshardt
UNAIR A	4th	Closing Government	View Ballot	Yael WolffⒸ , Andy Wang , Matthias Roshardt
BUET D	2nd	Closing Opposition	View Ballot	Yael WolffⒸ , Andy Wang , Matthias Roshardt
Middlebury A	3rd	Opening Government	View Ballot	Yael WolffⒸ , Andy Wang , Matthias Roshardt
Udayana A	4th	Closing Government	View Ballot	LatishaⒸ , Grzegorz Zińczuk🚬 , Tomislav Veble
BGU B	2nd	Opening Government	View Ballot	LatishaⒸ , Grzegorz Zińczuk🚬 , Tomislav Veble
Fordham A	1st	Opening Opposition	View Ballot	LatishaⒸ , Grzegorz Zińczuk🚬 , Tomislav Veble
UQaM A	3rd	Closing Opposition	View Ballot	LatishaⒸ , Grzegorz Zińczuk🚬 , Tomislav Veble
NUS C	4th	Closing Opposition	View Ballot	Banun SabriⒸ , Eoghan Connolly , Hunter James Valencia
Chicago D	3rd	Opening Opposition	View Ballot	Banun SabriⒸ , Eoghan Connolly , Hunter James Valencia
KCL A	1st	Opening Government	View Ballot	Banun SabriⒸ , Eoghan Connolly , Hunter James Valencia
Hart House C	2nd	Closing Government	View Ballot	Banun SabriⒸ , Eoghan Connolly , Hunter James Valencia
Princeton D	2nd	Closing Government	View Ballot	Nikola MichaylovⒸ , Annie Kaplan , Matt Neal
NUS B	3rd	Opening Opposition	View Ballot	Nikola MichaylovⒸ , Annie Kaplan , Matt Neal
Sofia B	1st	Closing Opposition	View Ballot	Nikola MichaylovⒸ , Annie Kaplan , Matt Neal
Cornell C	4th	Opening Government	View Ballot	Nikola MichaylovⒸ , Annie Kaplan , Matt Neal
Oxford D	1st	Opening Opposition	View Ballot	Njuguna MachariaⒸ , Ariel Meir , Micaela Lewis
UWA A	2nd	Closing Opposition	View Ballot	Njuguna MachariaⒸ , Ariel Meir , Micaela Lewis
UNSW C	3rd	Opening Government	View Ballot	Njuguna MachariaⒸ , Ariel Meir , Micaela Lewis
Copenhagen A	4th	Closing Government	View Ballot	Njuguna MachariaⒸ , Ariel Meir , Micaela Lewis
Chicago B	3rd	Opening Government	View Ballot	Ruth SilcoffⒸ , Abeer Elsiddig , George Jameson Macauley , Tommy Koh
Cambridge A	2nd	Closing Opposition	View Ballot	Ruth SilcoffⒸ , Abeer Elsiddig , George Jameson Macauley , Tommy Koh
Harvard B	4th	Closing Government	View Ballot	Ruth SilcoffⒸ , Abeer Elsiddig , George Jameson Macauley , Tommy Koh
UPD A	1st	Opening Opposition	View Ballot	Ruth SilcoffⒸ , Abeer Elsiddig , George Jameson Macauley , Tommy Koh
Imperial A	4th	Opening Opposition	View Ballot	Lucy MurphyⒸ , Jaeoh Wi , Sundar Karthick Vellaiyappan
ITAM A	2nd	Closing Government	View Ballot	Lucy MurphyⒸ , Jaeoh Wi , Sundar Karthick Vellaiyappan
Cornell A	1st	Opening Government	View Ballot	Lucy MurphyⒸ , Jaeoh Wi , Sundar Karthick Vellaiyappan
Cornell B	3rd	Closing Opposition	View Ballot	Lucy MurphyⒸ , Jaeoh Wi , Sundar Karthick Vellaiyappan
Oxford B	4th	Opening Opposition	View Ballot	Robert BarrieⒸ , Maya Hollander , Niall Dinneen
Sciences Po B	3rd	Closing Government	View Ballot	Robert BarrieⒸ , Maya Hollander , Niall Dinneen
Sydney A	1st	Opening Government	View Ballot	Robert BarrieⒸ , Maya Hollander , Niall Dinneen
LSE A	2nd	Closing Opposition	View Ballot	Robert BarrieⒸ , Maya Hollander , Niall Dinneen
Stanford F	4th	Closing Opposition	View Ballot	Simon LuoⒸ , Christopher Richard , Maša Popesković
Reichman A	2nd	Opening Opposition	View Ballot	Simon LuoⒸ , Christopher Richard , Maša Popesković
UCLA A	1st	Closing Government	View Ballot	Simon LuoⒸ , Christopher Richard , Maša Popesković
Harvard C	3rd	Opening Government	View Ballot	Simon LuoⒸ , Christopher Richard , Maša Popesković
Stanford G	3rd	Closing Government	View Ballot	Alexandra McCreadieⒸ , Ho Ban Shen , Reut Ginat , Samuel Gall
Otago C	4th	Opening Opposition	View Ballot	Alexandra McCreadieⒸ , Ho Ban Shen , Reut Ginat , Samuel Gall
Malaya A	1st	Opening Government	View Ballot	Alexandra McCreadieⒸ , Ho Ban Shen , Reut Ginat , Samuel Gall
