
Rk	team	categories	R1	R2	R3	R4	R5	R6	R7	R8	R9	Pts	Spk	1sts	2nds	3rds	Irons 
Sydney F	2nd	Closing Opposition	View Ballot	Erasmus &quot;9 fingers only&quot; Mawuli SegbefiaⒸ , Shawn Briscoe , Valeria Alejandra Morales Duarte
PDS A	3rd	Closing Government	View Ballot	Erasmus &quot;9 fingers only&quot; Mawuli SegbefiaⒸ , Shawn Briscoe , Valeria Alejandra Morales Duarte
Sydney C	1st	Opening Opposition	View Ballot	Erasmus &quot;9 fingers only&quot; Mawuli SegbefiaⒸ , Shawn Briscoe , Valeria Alejandra Morales Duarte
CTC B	4th	Opening Government	View Ballot	Erasmus &quot;9 fingers only&quot; Mawuli SegbefiaⒸ , Shawn Briscoe , Valeria Alejandra Morales Duarte
UWODS B	1st	Closing Opposition	View Ballot	Martha McKinney-PerryⒸ , Cayden Pocrass , Sanket BhalotiaⓉ
Williams A	2nd	Closing Government	View Ballot	Martha McKinney-PerryⒸ , Cayden Pocrass , Sanket BhalotiaⓉ
SDUC A	4th	Opening Opposition	View Ballot	Martha McKinney-PerryⒸ , Cayden Pocrass , Sanket BhalotiaⓉ
Dartmouth C	3rd	Opening Government	View Ballot	Martha McKinney-PerryⒸ , Cayden Pocrass , Sanket BhalotiaⓉ
BU A	4th	Closing Opposition	View Ballot	Geneva RoyⒸ , Diggory Waddle , Ziggy O’Shea , Miriana MasonⓉ
UWODS A	3rd	Closing Government	View Ballot	Geneva RoyⒸ , Diggory Waddle , Ziggy O’Shea , Miriana MasonⓉ
Yale C	2nd	Opening Opposition	View Ballot	Geneva RoyⒸ , Diggory Waddle , Ziggy O’Shea , Miriana MasonⓉ
HHDC A	1st	Opening Government	View Ballot	Geneva RoyⒸ , Diggory Waddle , Ziggy O’Shea , Miriana MasonⓉ
Harvard A	2nd	Closing Opposition	View Ballot	Alexandra McCreadieⒸ , Mya Koffie , Arnav GandhiⓉ
Vanderbilt A	4th	Closing Government	View Ballot	Alexandra McCreadieⒸ , Mya Koffie , Arnav GandhiⓉ
TEC CEM M	3rd	Opening Opposition	View Ballot	Alexandra McCreadieⒸ , Mya Koffie , Arnav GandhiⓉ
UNSW A	1st	Opening Government	View Ballot	Alexandra McCreadieⒸ , Mya Koffie , Arnav GandhiⓉ
UVM Lassies	4th	Closing Opposition	View Ballot	minami matsushimaⒸ , Balraj Toor , Morgan MannionⓉ
Yale A	1st	Closing Government	View Ballot	minami matsushimaⒸ , Balraj Toor , Morgan MannionⓉ
UPC A	3rd	Opening Opposition	View Ballot	minami matsushimaⒸ , Balraj Toor , Morgan MannionⓉ
MQU A	2nd	Opening Government	View Ballot	minami matsushimaⒸ , Balraj Toor , Morgan MannionⓉ
Manchester A	1st	Closing Opposition	View Ballot	Sunghyun ParkⒸ , Jack Morgenstein , Melina Piatti-ChayanⓉ
Vanderbilt C	4th	Closing Government	View Ballot	Sunghyun ParkⒸ , Jack Morgenstein , Melina Piatti-ChayanⓉ
CUS D	2nd	Opening Opposition	View Ballot	Sunghyun ParkⒸ , Jack Morgenstein , Melina Piatti-ChayanⓉ
TAU RO	3rd	Opening Government	View Ballot	Sunghyun ParkⒸ , Jack Morgenstein , Melina Piatti-ChayanⓉ
BGU A	2nd	Closing Opposition	View Ballot	Ilija IvaniševićⒸ , Daisy Yan Sun , Diana Liu , John KochⓉ
Swing 2 (USED R1)	3rd	Opening Government	View Ballot	Ilija IvaniševićⒸ , Daisy Yan Sun , Diana Liu , John KochⓉ
QDU C	4th	Closing Government	View Ballot	Ilija IvaniševićⒸ , Daisy Yan Sun , Diana Liu , John KochⓉ
Zagreb A	1st	Opening Opposition	View Ballot	Ilija IvaniševićⒸ , Daisy Yan Sun , Diana Liu , John KochⓉ
PDP D	2nd	Closing Opposition	View Ballot	Paula DjakovicⒸ , Silin Wei , Jerry ZhangⓉ
UCDS A	3rd	Closing Government	View Ballot	Paula DjakovicⒸ , Silin Wei , Jerry ZhangⓉ
CUS A	1st	Opening Opposition	View Ballot	Paula DjakovicⒸ , Silin Wei , Jerry ZhangⓉ
Waterloo B	4th	Opening Government	View Ballot	Paula DjakovicⒸ , Silin Wei , Jerry ZhangⓉ
MUST B	4th	Closing Opposition	View Ballot	Lucy MurphyⒸ , Annika Wang , Kyle MayersⓉ
Swing 3 (USED R1)	3rd	Closing Government	View Ballot	Lucy MurphyⒸ , Annika Wang , Kyle MayersⓉ
DDUL A	1st	Opening Opposition	View Ballot	Lucy MurphyⒸ , Annika Wang , Kyle MayersⓉ
ASDV OI	2nd	Opening Government	View Ballot	Lucy MurphyⒸ , Annika Wang , Kyle MayersⓉ
CTC A	4th	Closing Opposition	View Ballot	Jing Yu MaⒸ , Gabriel Guia , Julia McCarthyⓉ
Bates A	1st	Closing Government	View Ballot	Jing Yu MaⒸ , Gabriel Guia , Julia McCarthyⓉ
HWS B	3rd	Opening Opposition	View Ballot	Jing Yu MaⒸ , Gabriel Guia , Julia McCarthyⓉ
McGill B	2nd	Opening Government	View Ballot	Jing Yu MaⒸ , Gabriel Guia , Julia McCarthyⓉ
EDS A	3rd	Closing Opposition	View Ballot	Zach Godley-McAvoyⒸ , Benjamin Vigueras , Alice BrasherⓉ
UTJamaica A	4th	Closing Government	View Ballot	Zach Godley-McAvoyⒸ , Benjamin Vigueras , Alice BrasherⓉ
UChicago D	2nd	Opening Opposition	View Ballot	Zach Godley-McAvoyⒸ , Benjamin Vigueras , Alice BrasherⓉ
McGill A	1st	Opening Government	View Ballot	Zach Godley-McAvoyⒸ , Benjamin Vigueras , Alice BrasherⓉ
UCV A	4th	Closing Opposition	View Ballot	Pjotr KosterⒸ , Gavin Gill , Sherika Powell-EasyⓉ
MBY C	3rd	Closing Government	View Ballot	Pjotr KosterⒸ , Gavin Gill , Sherika Powell-EasyⓉ
UCLA D	1st	Opening Opposition	View Ballot	Pjotr KosterⒸ , Gavin Gill , Sherika Powell-EasyⓉ
LC B	2nd	Opening Government	View Ballot	Pjotr KosterⒸ , Gavin Gill , Sherika Powell-EasyⓉ
Yale B	3rd	Closing Opposition	View Ballot	Simon LuoⒸ , Abrar Ahmed , Sal ChapellⓉ
Williams B	2nd	Closing Government	View Ballot	Simon LuoⒸ , Abrar Ahmed , Sal ChapellⓉ
Tokyo D	1st	Opening Opposition	View Ballot	Simon LuoⒸ , Abrar Ahmed , Sal ChapellⓉ
MBY A	4th	Opening Government	View Ballot	Simon LuoⒸ , Abrar Ahmed , Sal ChapellⓉ
GUU A	3rd	Closing Opposition	View Ballot	Robert RaosⒸ , Laura Zhang , Alejandro Molina RodriguezⓉ
HHDC C	2nd	Closing Government	View Ballot	Robert RaosⒸ , Laura Zhang , Alejandro Molina RodriguezⓉ
ADS Silver	1st	Opening Opposition	View Ballot	Robert RaosⒸ , Laura Zhang , Alejandro Molina RodriguezⓉ
SDU Oedip	4th	Opening Government	View Ballot	Robert RaosⒸ , Laura Zhang , Alejandro Molina RodriguezⓉ
Stanford B	2nd	Closing Opposition	View Ballot	Ðorđe RadosavljevićⒸ , Casey Powell , Alexis BellⓉ
Harvard D	3rd	Closing Government	View Ballot	Ðorđe RadosavljevićⒸ , Casey Powell , Alexis BellⓉ
Swing 4 (USED R1)	4th	Opening Opposition	View Ballot	Ðorđe RadosavljevićⒸ , Casey Powell , Alexis BellⓉ
Oxford C	1st	Opening Government	View Ballot	Ðorđe RadosavljevićⒸ , Casey Powell , Alexis BellⓉ
Wheaton A	4th	Closing Opposition	View Ballot	Jack StanleyⒸ , Angelo Saavedra , Sulagna Banerjee , Annabelle KimⓉ
Auckland A	1st	Closing Government	View Ballot	Jack StanleyⒸ , Angelo Saavedra , Sulagna Banerjee , Annabelle KimⓉ
Dartmouth B	2nd	Opening Opposition	View Ballot	Jack StanleyⒸ , Angelo Saavedra , Sulagna Banerjee , Annabelle KimⓉ
Tokyo C	3rd	Opening Government	View Ballot	Jack StanleyⒸ , Angelo Saavedra , Sulagna Banerjee , Annabelle KimⓉ
TCD Hist B	4th	Closing Opposition	View Ballot	Andrés ReveloⒸ , Pinelle Bikouta , Julien BenchekⓉ
UPenn D	1st	Closing Government	View Ballot	Andrés ReveloⒸ , Pinelle Bikouta , Julien BenchekⓉ
Fordham A	2nd	Opening Opposition	View Ballot	Andrés ReveloⒸ , Pinelle Bikouta , Julien BenchekⓉ
MBY B	3rd	Opening Government	View Ballot	Andrés ReveloⒸ , Pinelle Bikouta , Julien BenchekⓉ
Colgate C	4th	Closing Opposition	View Ballot	Reana YanⒸ , Adrián Duque , Garret MolloyⓉ
Sydney E	1st	Closing Government	View Ballot	Reana YanⒸ , Adrián Duque , Garret MolloyⓉ
UCLA C	2nd	Opening Opposition	View Ballot	Reana YanⒸ , Adrián Duque , Garret MolloyⓉ
LC A	3rd	Opening Government	View Ballot	Reana YanⒸ , Adrián Duque , Garret MolloyⓉ
Cornell D	4th	Closing Opposition	View Ballot	Tengku Omar Azfar HaqqaniⒸ , Matheus siqueira dos santos , Fallon EggettⓉ
Sydney B	1st	Closing Government	View Ballot	Tengku Omar Azfar HaqqaniⒸ , Matheus siqueira dos santos , Fallon EggettⓉ
Alaska A	3rd	Opening Opposition	View Ballot	Tengku Omar Azfar HaqqaniⒸ , Matheus siqueira dos santos , Fallon EggettⓉ
Stanford D	2nd	Opening Government	View Ballot	Tengku Omar Azfar HaqqaniⒸ , Matheus siqueira dos santos , Fallon EggettⓉ
JHU A	3rd	Closing Opposition	View Ballot	Andrew ChenⒸ , Aubrey Nan , Florence Zhu , Nathália Magalhães MacedoⓉ
UChicago A	1st	Closing Government	View Ballot	Andrew ChenⒸ , Aubrey Nan , Florence Zhu , Nathália Magalhães MacedoⓉ
Clemson A	4th	Opening Opposition	View Ballot	Andrew ChenⒸ , Aubrey Nan , Florence Zhu , Nathália Magalhães MacedoⓉ
LSE B	2nd	Opening Government	View Ballot	Andrew ChenⒸ , Aubrey Nan , Florence Zhu , Nathália Magalhães MacedoⓉ
Bates B	3rd	Closing Opposition	View Ballot	Milos MarjanovicⒸ , Clarence Brontë , Noah Aldinger , Caroline XieⓉ
UBC A	4th	Closing Government	View Ballot	Milos MarjanovicⒸ , Clarence Brontë , Noah Aldinger , Caroline XieⓉ
Alaska B	2nd	Opening Opposition	View Ballot	Milos MarjanovicⒸ , Clarence Brontë , Noah Aldinger , Caroline XieⓉ
UCLA A	1st	Opening Government	View Ballot	Milos MarjanovicⒸ , Clarence Brontë , Noah Aldinger , Caroline XieⓉ
PUCP CG	1st	Closing Opposition	View Ballot	Jessica ZapataⒸ , Isaac Gilbert , Leo NitczynskiⓉ
TU SEDA	4th	Closing Government	View Ballot	Jessica ZapataⒸ , Isaac Gilbert , Leo NitczynskiⓉ
CUS C	2nd	Opening Opposition	View Ballot	Jessica ZapataⒸ , Isaac Gilbert , Leo NitczynskiⓉ
Wisconsin B	3rd	Opening Government	View Ballot	Jessica ZapataⒸ , Isaac Gilbert , Leo NitczynskiⓉ
Oxford E	2nd	Closing Opposition	View Ballot	Jaleelah Al-Ameenah AmmarⒸ , Jehiel Pather , Nadia BlouinⓉ
Waterloo C	1st	Closing Government	View Ballot	Jaleelah Al-Ameenah AmmarⒸ , Jehiel Pather , Nadia BlouinⓉ
BINUS A	4th	Opening Opposition	View Ballot	Jaleelah Al-Ameenah AmmarⒸ , Jehiel Pather , Nadia BlouinⓉ
HHDC B	3rd	Opening Government	View Ballot	Jaleelah Al-Ameenah AmmarⒸ , Jehiel Pather , Nadia BlouinⓉ
Yale D	3rd	Closing Opposition	View Ballot	Kat &quot;Nawrrr&quot; ChengⒸ , Darren Yang , Ramy Masalha
BDS A	4th	Closing Government	View Ballot	Kat &quot;Nawrrr&quot; ChengⒸ , Darren Yang , Ramy Masalha
UChicago B	1st	Opening Opposition	View Ballot	Kat &quot;Nawrrr&quot; ChengⒸ , Darren Yang , Ramy Masalha
ADS Purple	2nd	Opening Government	View Ballot	Kat &quot;Nawrrr&quot; ChengⒸ , Darren Yang , Ramy Masalha
UCL C	3rd	Closing Opposition	View Ballot	Max RosenⒸ , Mariana Sandoval , Chuc An (Ann) TranⓉ
IIUM A	1st	Closing Government	View Ballot	Max RosenⒸ , Mariana Sandoval , Chuc An (Ann) TranⓉ
KCL A	2nd	Opening Opposition	View Ballot	Max RosenⒸ , Mariana Sandoval , Chuc An (Ann) TranⓉ
Chula A	4th	Opening Government	View Ballot	Max RosenⒸ , Mariana Sandoval , Chuc An (Ann) TranⓉ
Air Force A	3rd	Closing Opposition	View Ballot	Matt CaitoⒸ , Ana Nari Carrillo , Nyx Kucharski , Liz EsterbrookⓉ
UADS A	4th	Closing Government	View Ballot	Matt CaitoⒸ , Ana Nari Carrillo , Nyx Kucharski , Liz EsterbrookⓉ
Queensland A	1st	Opening Opposition	View Ballot	Matt CaitoⒸ , Ana Nari Carrillo , Nyx Kucharski , Liz EsterbrookⓉ
Colgate B	2nd	Opening Government	View Ballot	Matt CaitoⒸ , Ana Nari Carrillo , Nyx Kucharski , Liz EsterbrookⓉ
Columbia A	2nd	Closing Opposition	View Ballot	Daniel SchonningⒸ , Rohan Alliker , Charlotte Grace HallⓉ
Brown BDU B	4th	Closing Government	View Ballot	Daniel SchonningⒸ , Rohan Alliker , Charlotte Grace HallⓉ
PDP A	1st	Opening Opposition	View Ballot	Daniel SchonningⒸ , Rohan Alliker , Charlotte Grace HallⓉ
MUST A	3rd	Opening Government	View Ballot	Daniel SchonningⒸ , Rohan Alliker , Charlotte Grace HallⓉ
UChicago C	3rd	Closing Opposition	View Ballot	Dennis SuⒸ , Hinano Haraguchi , Christian ChantayanⓉ
Swing 5 (USED R1)	4th	Closing Government	View Ballot	Dennis SuⒸ , Hinano Haraguchi , Christian ChantayanⓉ
Stanford A	1st	Opening Opposition	View Ballot	Dennis SuⒸ , Hinano Haraguchi , Christian ChantayanⓉ
WUDU B	2nd	Opening Government	View Ballot	Dennis SuⒸ , Hinano Haraguchi , Christian ChantayanⓉ
Air Force B	2nd	Closing Opposition	View Ballot	Assaph HananyⒸ , Amna Amin , Kitty BeattieⓉ
USPd C	4th	Closing Government	View Ballot	Assaph HananyⒸ , Amna Amin , Kitty BeattieⓉ
Stanford C	1st	Opening Opposition	View Ballot	Assaph HananyⒸ , Amna Amin , Kitty BeattieⓉ
UKI A	3rd	Opening Government	View Ballot	Assaph HananyⒸ , Amna Amin , Kitty BeattieⓉ
OpenU A	1st	Closing Opposition	View Ballot	Nicholas AbernethyⒸ , Cláudia Harper , Dudley McLean IIⓉ
PUCP A	4th	Closing Government	View Ballot	Nicholas AbernethyⒸ , Cláudia Harper , Dudley McLean IIⓉ
Rosario C	3rd	Opening Opposition	View Ballot	Nicholas AbernethyⒸ , Cláudia Harper , Dudley McLean IIⓉ
Sydney A	2nd	Opening Government	View Ballot	Nicholas AbernethyⒸ , Cláudia Harper , Dudley McLean IIⓉ
UTJamaica B	4th	Closing Opposition	View Ballot	Tanay PatriⒸ , Felipe Arturo Zenteno Pacheco , Kayla ChanⓉ
TCD Hist A	2nd	Closing Government	View Ballot	Tanay PatriⒸ , Felipe Arturo Zenteno Pacheco , Kayla ChanⓉ
Colgate A	3rd	Opening Opposition	View Ballot	Tanay PatriⒸ , Felipe Arturo Zenteno Pacheco , Kayla ChanⓉ
UPenn C	1st	Opening Government	View Ballot	Tanay PatriⒸ , Felipe Arturo Zenteno Pacheco , Kayla ChanⓉ
UNSW C	3rd	Closing Opposition	View Ballot	Lara DragojevićⒸ , Germaine Barrett , Nonna MadoyanⓉ
UPenn A	1st	Closing Government	View Ballot	Lara DragojevićⒸ , Germaine Barrett , Nonna MadoyanⓉ
KDS A	4th	Opening Opposition	View Ballot	Lara DragojevićⒸ , Germaine Barrett , Nonna MadoyanⓉ
WUDU A	2nd	Opening Government	View Ballot	Lara DragojevićⒸ , Germaine Barrett , Nonna MadoyanⓉ
QDU B	3rd	Closing Opposition	View Ballot	Sam TrotterⒸ , Eamon Roach , Isabel BegollariⓉ
TEC CEM L	4th	Closing Government	View Ballot	Sam TrotterⒸ , Eamon Roach , Isabel BegollariⓉ
Oxford D	2nd	Opening Opposition	View Ballot	Sam TrotterⒸ , Eamon Roach , Isabel BegollariⓉ
Cornell A	1st	Opening Government	View Ballot	Sam TrotterⒸ , Eamon Roach , Isabel BegollariⓉ
Brown BDU A	2nd	Closing Opposition	View Ballot	Diego DuarteⒸ , Alice Qi , Alicja WolinskaⓉ
Technion A	1st	Closing Government	View Ballot	Diego DuarteⒸ , Alice Qi , Alicja WolinskaⓉ
Trincoll BR	3rd	Opening Opposition	View Ballot	Diego DuarteⒸ , Alice Qi , Alicja WolinskaⓉ
EUDU A	4th	Opening Government	View Ballot	Diego DuarteⒸ , Alice Qi , Alicja WolinskaⓉ
UCL B	1st	Closing Opposition	View Ballot	Isabella FreelandⒸ , Joshua Bahk , Rushana JarrettⓉ
SDUFRJ A	4th	Closing Government	View Ballot	Isabella FreelandⒸ , Joshua Bahk , Rushana JarrettⓉ
Vanderbilt B	3rd	Opening Opposition	View Ballot	Isabella FreelandⒸ , Joshua Bahk , Rushana JarrettⓉ
Waterloo A	2nd	Opening Government	View Ballot	Isabella FreelandⒸ , Joshua Bahk , Rushana JarrettⓉ
USPd A	2nd	Closing Opposition	View Ballot	Nicole HuaⒸ , Sandeep Tissaaratchy , Ofek ShapiraⓉ
SPU A	4th	Closing Government	View Ballot	Nicole HuaⒸ , Sandeep Tissaaratchy , Ofek ShapiraⓉ
TAU MS	3rd	Opening Opposition	View Ballot	Nicole HuaⒸ , Sandeep Tissaaratchy , Ofek ShapiraⓉ
PDP C	1st	Opening Government	View Ballot	Nicole HuaⒸ , Sandeep Tissaaratchy , Ofek ShapiraⓉ
Claremont A	2nd	Closing Opposition	View Ballot	Juanita &quot;Shitshow&quot; Hincapié RestrepoⒸ , Natasha Griffin , Omesh Dhar Dwivedi
Bates C	3rd	Closing Government	View Ballot	Juanita &quot;Shitshow&quot; Hincapié RestrepoⒸ , Natasha Griffin , Omesh Dhar Dwivedi
MAD B	4th	Opening Opposition	View Ballot	Juanita &quot;Shitshow&quot; Hincapié RestrepoⒸ , Natasha Griffin , Omesh Dhar Dwivedi
Oxford B	1st	Opening Government	View Ballot	Juanita &quot;Shitshow&quot; Hincapié RestrepoⒸ , Natasha Griffin , Omesh Dhar Dwivedi
Tokyo B	4th	Closing Opposition	View Ballot	Emma WalkerⒸ , Or Toledano , Terrell TaylorⓉ
Wisconsin A	3rd	Closing Government	View Ballot	Emma WalkerⒸ , Or Toledano , Terrell TaylorⓉ
PDP F	1st	Opening Opposition	View Ballot	Emma WalkerⒸ , Or Toledano , Terrell TaylorⓉ
PDS B	2nd	Opening Government	View Ballot	Emma WalkerⒸ , Or Toledano , Terrell TaylorⓉ
ADS Gold	1st	Closing Opposition	View Ballot	Robert BarrieⒸ , Kimberley K. Brown , Carole DarveⓉ
Columbia B	2nd	Closing Government	View Ballot	Robert BarrieⒸ , Kimberley K. Brown , Carole DarveⓉ
ICU A	4th	Opening Opposition	View Ballot	Robert BarrieⒸ , Kimberley K. Brown , Carole DarveⓉ
CUDS A	3rd	Opening Government	View Ballot	Robert BarrieⒸ , Kimberley K. Brown , Carole DarveⓉ
Harvard E	4th	Closing Opposition	View Ballot	Park YoungwooⒸ , Jack Zhu , Geneva LuteriaⓉ
Cornell B	1st	Closing Government	View Ballot	Park YoungwooⒸ , Jack Zhu , Geneva LuteriaⓉ
Athens KM	3rd	Opening Opposition	View Ballot	Park YoungwooⒸ , Jack Zhu , Geneva LuteriaⓉ
Stanford G	2nd	Opening Government	View Ballot	Park YoungwooⒸ , Jack Zhu , Geneva LuteriaⓉ


team	result	side	ballot	adjudicators
MBY C	4th	Closing Opposition	View Ballot	Diego DuarteⒸ , Rohan Alliker , Pètra de BeerⓉ
Bates B	2nd	Closing Government	View Ballot	Diego DuarteⒸ , Rohan Alliker , Pètra de BeerⓉ
Dartmouth C	3rd	Opening Opposition	View Ballot	Diego DuarteⒸ , Rohan Alliker , Pètra de BeerⓉ
UWODS A	1st	Opening Government	View Ballot	Diego DuarteⒸ , Rohan Alliker , Pètra de BeerⓉ
Wisconsin A	2nd	Closing Opposition	View Ballot	Simon LuoⒸ , George Macauley , Rodin BantawaⓉ
MBY B	4th	Closing Government	View Ballot	Simon LuoⒸ , George Macauley , Rodin BantawaⓉ
UKI A	3rd	Opening Opposition	View Ballot	Simon LuoⒸ , George Macauley , Rodin BantawaⓉ
Harvard D	1st	Opening Government	View Ballot	Simon LuoⒸ , George Macauley , Rodin BantawaⓉ
UBC A	2nd	Closing Opposition	View Ballot	Nicholas AbernethyⒸ , Alice Bertoni , Gavin GillⓉ
Waterloo B	4th	Closing Government	View Ballot	Nicholas AbernethyⒸ , Alice Bertoni , Gavin GillⓉ
NU A	1st	Opening Opposition	View Ballot	Nicholas AbernethyⒸ , Alice Bertoni , Gavin GillⓉ
Harvard E	3rd	Opening Government	View Ballot	Nicholas AbernethyⒸ , Alice Bertoni , Gavin GillⓉ
Yale C	2nd	Closing Opposition	View Ballot	Jordyn GibsonⒸ , Balraj Toor , Ofek ShapiraⓉ
LC B	4th	Closing Government	View Ballot	Jordyn GibsonⒸ , Balraj Toor , Ofek ShapiraⓉ
UVM A	1st	Opening Opposition	View Ballot	Jordyn GibsonⒸ , Balraj Toor , Ofek ShapiraⓉ
CUS C	3rd	Opening Government	View Ballot	Jordyn GibsonⒸ , Balraj Toor , Ofek ShapiraⓉ
BINUS A	2nd	Closing Opposition	View Ballot	Jessica ZapataⒸ , Aubrey Nan , Carole DarveⓉ
MAD A	1st	Closing Government	View Ballot	Jessica ZapataⒸ , Aubrey Nan , Carole DarveⓉ
Tokyo B	3rd	Opening Opposition	View Ballot	Jessica ZapataⒸ , Aubrey Nan , Carole DarveⓉ
BU A	4th	Opening Government	View Ballot	Jessica ZapataⒸ , Aubrey Nan , Carole DarveⓉ
PDS B	4th	Closing Opposition	View Ballot	Jack StanleyⒸ , Valeria Alejandra Morales Duarte , Angad PhaguraⓉ
Harvard A	1st	Closing Government	View Ballot	Jack StanleyⒸ , Valeria Alejandra Morales Duarte , Angad PhaguraⓉ
Stanford E	3rd	Opening Opposition	View Ballot	Jack StanleyⒸ , Valeria Alejandra Morales Duarte , Angad PhaguraⓉ
TCD Hist A	2nd	Opening Government	View Ballot	Jack StanleyⒸ , Valeria Alejandra Morales Duarte , Angad PhaguraⓉ
SDUFRJ A	4th	Closing Opposition	View Ballot	Lara DragojevićⒸ , Diggory Waddle , Kitty BeattieⓉ
EUDU A	1st	Closing Government	View Ballot	Lara DragojevićⒸ , Diggory Waddle , Kitty BeattieⓉ
Rosario B	2nd	Opening Opposition	View Ballot	Lara DragojevićⒸ , Diggory Waddle , Kitty BeattieⓉ
PUCP A	3rd	Opening Government	View Ballot	Lara DragojevićⒸ , Diggory Waddle , Kitty BeattieⓉ
IGNOU A	2nd	Closing Opposition	View Ballot	Daniel SchonningⒸ , Angelo Saavedra , Fallon EggettⓉ
Wisconsin B	4th	Closing Government	View Ballot	Daniel SchonningⒸ , Angelo Saavedra , Fallon EggettⓉ
Sydney H	1st	Opening Opposition	View Ballot	Daniel SchonningⒸ , Angelo Saavedra , Fallon EggettⓉ
Yale B	3rd	Opening Government	View Ballot	Daniel SchonningⒸ , Angelo Saavedra , Fallon EggettⓉ
ICU A	3rd	Closing Opposition	View Ballot	Robert RaosⒸ , Danté Cecilio Fosterdelmundo , Liz EsterbrookⓉ
Rosario A	2nd	Closing Government	View Ballot	Robert RaosⒸ , Danté Cecilio Fosterdelmundo , Liz EsterbrookⓉ
TEC CEM L	1st	Opening Opposition	View Ballot	Robert RaosⒸ , Danté Cecilio Fosterdelmundo , Liz EsterbrookⓉ
UNIMET A	4th	Opening Government	View Ballot	Robert RaosⒸ , Danté Cecilio Fosterdelmundo , Liz EsterbrookⓉ
KCL A	3rd	Closing Opposition	View Ballot	Ðorđe RadosavljevićⒸ , Roger Bent , Nadia BlouinⓉ
PDP B	2nd	Closing Government	View Ballot	Ðorđe RadosavljevićⒸ , Roger Bent , Nadia BlouinⓉ
Columbia A	1st	Opening Opposition	View Ballot	Ðorđe RadosavljevićⒸ , Roger Bent , Nadia BlouinⓉ
UChicago D	4th	Opening Government	View Ballot	Ðorđe RadosavljevićⒸ , Roger Bent , Nadia BlouinⓉ
UTJamaica A	1st	Closing Opposition	View Ballot	Jaleelah Al-Ameenah AmmarⒸ , Wendy Lian , Cathal PrattⓉ
Trincoll BR	3rd	Closing Government	View Ballot	Jaleelah Al-Ameenah AmmarⒸ , Wendy Lian , Cathal PrattⓉ
DCDC A	2nd	Opening Opposition	View Ballot	Jaleelah Al-Ameenah AmmarⒸ , Wendy Lian , Cathal PrattⓉ
TAU MS	4th	Opening Government	View Ballot	Jaleelah Al-Ameenah AmmarⒸ , Wendy Lian , Cathal PrattⓉ
UPenn C	2nd	Closing Opposition	View Ballot	Anna ShrederⒸ , Mya Koffie , Garret MolloyⓉ
Harvard B	4th	Closing Government	View Ballot	Anna ShrederⒸ , Mya Koffie , Garret MolloyⓉ
ADS Purple	1st	Opening Opposition	View Ballot	Anna ShrederⒸ , Mya Koffie , Garret MolloyⓉ
UPenn A	3rd	Opening Government	View Ballot	Anna ShrederⒸ , Mya Koffie , Garret MolloyⓉ
UPC A	4th	Closing Opposition	View Ballot	Umar BuckusⒸ , Isabel Birney , Alicja WolinskaⓉ
LC A	1st	Closing Government	View Ballot	Umar BuckusⒸ , Isabel Birney , Alicja WolinskaⓉ
QDU B	2nd	Opening Opposition	View Ballot	Umar BuckusⒸ , Isabel Birney , Alicja WolinskaⓉ
UCV A	3rd	Opening Government	View Ballot	Umar BuckusⒸ , Isabel Birney , Alicja WolinskaⓉ
QDU A	2nd	Closing Opposition	View Ballot	Jing Yu MaⒸ , Clarence Brontë , Charles FuadⓉ
TCD Hist B	1st	Closing Government	View Ballot	Jing Yu MaⒸ , Clarence Brontë , Charles FuadⓉ
MBY A	3rd	Opening Opposition	View Ballot	Jing Yu MaⒸ , Clarence Brontë , Charles FuadⓉ
USPd C	4th	Opening Government	View Ballot	Jing Yu MaⒸ , Clarence Brontë , Charles FuadⓉ
TEC CEM M	2nd	Closing Opposition	View Ballot	Ruth Selorme AcolatseⒸ , Jack Morgenstein , Sal ChapellⓉ
LSE A	1st	Closing Government	View Ballot	Ruth Selorme AcolatseⒸ , Jack Morgenstein , Sal ChapellⓉ
JHU A	3rd	Opening Opposition	View Ballot	Ruth Selorme AcolatseⒸ , Jack Morgenstein , Sal ChapellⓉ
Alaska A	4th	Opening Government	View Ballot	Ruth Selorme AcolatseⒸ , Jack Morgenstein , Sal ChapellⓉ
Yale E	2nd	Closing Opposition	View Ballot	Isabella FreelandⒸ , Daniel Qiyang Huang , Sanket BhalotiaⓉ
TAU RO	4th	Closing Government	View Ballot	Isabella FreelandⒸ , Daniel Qiyang Huang , Sanket BhalotiaⓉ
UPenn B	1st	Opening Opposition	View Ballot	Isabella FreelandⒸ , Daniel Qiyang Huang , Sanket BhalotiaⓉ
EDS A	3rd	Opening Government	View Ballot	Isabella FreelandⒸ , Daniel Qiyang Huang , Sanket BhalotiaⓉ
SDUC A	3rd	Closing Opposition	View Ballot	Jonathan TuliaoⒸ , Benjamin Vigueras , Caroline XieⓉ
UTJamaica B	4th	Closing Government	View Ballot	Jonathan TuliaoⒸ , Benjamin Vigueras , Caroline XieⓉ
USPd B	1st	Opening Opposition	View Ballot	Jonathan TuliaoⒸ , Benjamin Vigueras , Caroline XieⓉ
Colgate C	2nd	Opening Government	View Ballot	Jonathan TuliaoⒸ , Benjamin Vigueras , Caroline XieⓉ
Rosario C	4th	Closing Opposition	View Ballot	Arwyn StoneⒸ , Or Toledano , Miriana MasonⓉ
